"Country Name","Country Code","Indicator Name","Indicator Code",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Middle income",MIC,"Surface area (sq. km)",AG.SRF.TOTL.K2,,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81732238.000061,81732238.000061,81734278.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81734358.000061,81733018.000061,81733028.000061,81733028.000061,81733698.000061,81734608.000061,81734639.875061,81734729.875061,81727806.8745728,81727806.8745728,81727796.8745728,81727786.8745728,81700596.8745728,81700596.8745728,81698716.8745728,81698721.2495728,81698769.9995728,81698779.3745728,81697120.3584595,81699017.741272,81699017.116272,81699016.491272,81698855.5147095,81696315.1436157,81696220.1045532,81696223.1123657,81696235.1045532,81695645.1045532,81695073.1123657,81697671.1592407,81697665.9053345,81697665.9053345,81686778.9053345,,
"North Macedonia",MKD,"Surface area (sq. km)",AG.SRF.TOTL.K2,,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,25710,,
Mali,MLI,"Surface area (sq. km)",AG.SRF.TOTL.K2,,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,1240190,,
Malta,MLT,"Surface area (sq. km)",AG.SRF.TOTL.K2,,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,320,,
Myanmar,MMR,"Surface area (sq. km)",AG.SRF.TOTL.K2,,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,676590,,
"Middle East & North Africa (excluding high income)",MNA,"Surface area (sq. km)",AG.SRF.TOTL.K2,,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8777960,8775420,8775420,8775420,8775420,8775231.9921875,8775231.9921875,8775231.9921875,8775231.9921875,8775231.9921875,8775231.9921875,,
Montenegro,MNE,"Surface area (sq. km)",AG.SRF.TOTL.K2,,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,13810,,
Mongolia,MNG,"Surface area (sq. km)",AG.SRF.TOTL.K2,,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,1564120,,
"Northern Mariana Islands",MNP,"Surface area (sq. km)",AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,,
Mozambique,MOZ,"Surface area (sq. km)",AG.SRF.TOTL.K2,,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,799380,786380,786380,786380,,
Mauritania,MRT,"Surface area (sq. km)",AG.SRF.TOTL.K2,,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,1030700,,
Mauritius,MUS,"Surface area (sq. km)",AG.SRF.TOTL.K2,,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,2040,,
Malawi,MWI,"Surface area (sq. km)",AG.SRF.TOTL.K2,,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,118480,,
Malaysia,MYS,"Surface area (sq. km)",AG.SRF.TOTL.K2,,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330800,330396.015625,330396.015625,330345,330345,330345,330345,,
"North America",NAC,"Surface area (sq. km)",AG.SRF.TOTL.K2,,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19613814.000001,19616754.000001,19616754.000001,19616754.000001,19616754.000001,19616754.000001,19616754.000001,19616754.000001,19616754.000001,19816234.000001,19816234.000001,19816234.000001,19816234.000001,19816234.000001,19820470,19820470,19820470,19820470,19820470,19820470,,
Namibia,NAM,"Surface area (sq. km)",AG.SRF.TOTL.K2,,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,824290,,
"New Caledonia",NCL,"Surface area (sq. km)",AG.SRF.TOTL.K2,,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,18580,,
Niger,NER,"Surface area (sq. km)",AG.SRF.TOTL.K2,,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,1267000,,
Nigeria,NGA,"Surface area (sq. km)",AG.SRF.TOTL.K2,,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,923770,,
Nicaragua,NIC,"Surface area (sq. km)",AG.SRF.TOTL.K2,,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,130370,,
Netherlands,NLD,"Surface area (sq. km)",AG.SRF.TOTL.K2,,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41530,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,41540,,
Norway,NOR,"Surface area (sq. km)",AG.SRF.TOTL.K2,,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,385178.0078125,625217.109375,625217.109375,625217.109375,625217.109375,625217.109375,625217.109375,,
Nepal,NPL,"Surface area (sq. km)",AG.SRF.TOTL.K2,,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,147180,,
Nauru,NRU,"Surface area (sq. km)",AG.SRF.TOTL.K2,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,,
"New Zealand",NZL,"Surface area (sq. km)",AG.SRF.TOTL.K2,,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,267710,,
"OECD members",OED,"Surface area (sq. km)",AG.SRF.TOTL.K2,,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0429688,37236148.0419922,37236168.0419922,37236178.0419922,37236198.0419922,37236208.0419922,37236208.0419922,37236208.0419922,37236208.0419922,37271279.0185547,37271659.0185547,37272029.0185547,37272399.0185547,37272139.0185547,37272189.0185547,37272519.0185547,37272549.0185547,37472164.0185547,37472377.0117188,37472694.0136719,37472681.0205078,37470123.9892578,37710992.2900391,37711026.6943359,37711100.1025391,37711928.0908203,37711928.0908203,37711928.0908203,,
Oman,OMN,"Surface area (sq. km)",AG.SRF.TOTL.K2,,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,309500,,
"Other small states",OSS,"Surface area (sq. km)",AG.SRF.TOTL.K2,,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081351.00006104,2081371.00006104,2081371.00006104,2074447.99957275,2074447.99957275,2074447.99957275,2074447.99957275,2074447.99957275,2074447.99957275,2074447.99957275,2074447.99957275,2074447.99957275,2074457.99957275,2072784.99908447,2072794.99908447,2072794.99908447,2072804.99908447,2072814.99908447,2072814.99908447,2072816.99905396,2072821.99905396,2072824.99908447,2072934.99908447,2072935.99906921,2072942.99911499,2072942.99911499,2072942.99911499,2072942.99911499,,
Pakistan,PAK,"Surface area (sq. km)",AG.SRF.TOTL.K2,,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,796100,,
Panama,PAN,"Surface area (sq. km)",AG.SRF.TOTL.K2,,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,75420,,
Peru,PER,"Surface area (sq. km)",AG.SRF.TOTL.K2,,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,1285220,,
Philippines,PHL,"Surface area (sq. km)",AG.SRF.TOTL.K2,,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,,
Palau,PLW,"Surface area (sq. km)",AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,,
"Papua New Guinea",PNG,"Surface area (sq. km)",AG.SRF.TOTL.K2,,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,462840,,
Poland,POL,"Surface area (sq. km)",AG.SRF.TOTL.K2,,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312690,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,312680,,
"Pre-demographic dividend",PRE,"Surface area (sq. km)",AG.SRF.TOTL.K2,,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18165321.000061,18162241.000061,18162241.000061,18162496.000061,18162496.000061,18162307.9922485,18162307.9922485,18162307.9922485,18149307.9922485,18149307.9922485,18149307.9922485,,
"Puerto Rico",PRI,"Surface area (sq. km)",AG.SRF.TOTL.K2,,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,8870,,
"Korea, Dem. People’s Rep.",PRK,"Surface area (sq. km)",AG.SRF.TOTL.K2,,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,120540,,
Portugal,PRT,"Surface area (sq. km)",AG.SRF.TOTL.K2,,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92120,92090,92090,92090,92090,92210,92210,92210,92210,92225.1953125,92225.595703125,92225.595703125,92225.595703125,92225.595703125,92225.595703125,,
Paraguay,PRY,"Surface area (sq. km)",AG.SRF.TOTL.K2,,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406750,406751.9921875,406751.9921875,406751.9921875,406751.9921875,406751.9921875,406751.9921875,406751.9921875,406751.9921875,406751.9921875,,
"West Bank and Gaza",PSE,"Surface area (sq. km)",AG.SRF.TOTL.K2,,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,6020,,
"Pacific island small states",PSS,"Surface area (sq. km)",AG.SRF.TOTL.K2,,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,63810,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,65150,,
"Post-demographic dividend",PST,"Surface area (sq. km)",AG.SRF.TOTL.K2,,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064463.0273438,33064473.0273438,33064483.0273438,33064513.0273438,33064603.0273438,33064603.0273438,33064533.0273438,33064533.0273438,33099614.0039063,33100000.0039053,33100376.0039067,33100758.0038762,33100561.003921,33100611.003921,33100956.6039205,33100988.203907,33300603.203907,33300810.4960942,33301172.6960635,33301192.9039216,33298639.9038911,33539388.5890317,33539435.9943509,33539510.5025387,33539743.5064602,33539743.5064602,33539743.5064602,,
"French Polynesia",PYF,"Surface area (sq. km)",AG.SRF.TOTL.K2,,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,,
Qatar,QAT,"Surface area (sq. km)",AG.SRF.TOTL.K2,,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,11610,,
Romania,ROU,"Surface area (sq. km)",AG.SRF.TOTL.K2,,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238390,238400,238400,238400,238400,238400,238400,,
"Russian Federation",RUS,"Surface area (sq. km)",AG.SRF.TOTL.K2,,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098240,17098250,17098250,17098250,17098250,17098250,17098250,17098250,17098250,17098250,,
Rwanda,RWA,"Surface area (sq. km)",AG.SRF.TOTL.K2,,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,26340,,
"South Asia",SAS,"Surface area (sq. km)",AG.SRF.TOTL.K2,,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5144770,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5137846.99951172,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5136163.99902344,5135333.06152344,5135333.06152344,5135333.06152344,5135333.06152344,5135333.06152344,,
"Saudi Arabia",SAU,"Surface area (sq. km)",AG.SRF.TOTL.K2,,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,,
Sudan,SDN,"Surface area (sq. km)",AG.SRF.TOTL.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"Surface area (sq. km)",AG.SRF.TOTL.K2,,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,,
Singapore,SGP,"Surface area (sq. km)",AG.SRF.TOTL.K2,,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,680,685,696.999969482422,699.000015258789,699.000015258789,704.000015258789,705,710,710,711.999969482422,714.000015258789,715.999984741211,716.999969482422,719.000015258789,719.000015258789,719.000015258789,719.000015258789,719.000015258789,,
"Solomon Islands",SLB,"Surface area (sq. km)",AG.SRF.TOTL.K2,,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,28900,,
